country,iso3,who_region,date,new_cases
Bulgaria,BGR,European Region,2022/8/12,0
Bulgaria,BGR,European Region,2022/8/14,0
Bulgaria,BGR,European Region,2022/8/16,0
Bulgaria,BGR,European Region,2022/8/17,0
Bulgaria,BGR,European Region,2022/8/18,0
Bulgaria,BGR,European Region,2022/8/19,0
Bulgaria,BGR,European Region,2022/8/22,0
Bulgaria,BGR,European Region,2022/8/23,0
Bulgaria,BGR,European Region,2022/8/24,0
Bulgaria,BGR,European Region,2022/8/25,0
Bulgaria,BGR,European Region,2022/8/26,0
Bulgaria,BGR,European Region,2022/8/29,0
Bulgaria,BGR,European Region,2022/8/30,0
Bulgaria,BGR,European Region,2022/8/31,0
Bulgaria,BGR,European Region,2022/9/1,0
Bulgaria,BGR,European Region,2022/9/4,0
Bulgaria,BGR,European Region,2022/9/6,1
Bulgaria,BGR,European Region,2022/9/7,0
Bulgaria,BGR,European Region,2022/9/8,0
Bulgaria,BGR,European Region,2022/9/11,0
Bulgaria,BGR,European Region,2022/9/13,1
Bulgaria,BGR,European Region,2022/9/14,0
Bulgaria,BGR,European Region,2022/9/15,0
Bulgaria,BGR,European Region,2022/9/16,0
Bulgaria,BGR,European Region,2022/9/19,0
Bulgaria,BGR,European Region,2022/9/20,0
Bulgaria,BGR,European Region,2022/9/21,0
Bulgaria,BGR,European Region,2022/9/22,0
Bulgaria,BGR,European Region,2022/9/23,0
Bulgaria,BGR,European Region,2022/9/26,0
Bulgaria,BGR,European Region,2022/9/27,0
Bulgaria,BGR,European Region,2022/9/28,0
Bulgaria,BGR,European Region,2022/9/29,0
Bulgaria,BGR,European Region,2022/9/30,0
Bulgaria,BGR,European Region,2022/10/3,0
Bulgaria,BGR,European Region,2022/10/4,0
Bulgaria,BGR,European Region,2022/10/5,0
Bulgaria,BGR,European Region,2022/10/6,0
Bulgaria,BGR,European Region,2022/10/7,0
Bulgaria,BGR,European Region,2022/10/10,0
Bulgaria,BGR,European Region,2022/10/11,0
Bulgaria,BGR,European Region,2022/10/12,0
Bulgaria,BGR,European Region,2022/10/13,0
Bulgaria,BGR,European Region,2022/10/14,0
Bulgaria,BGR,European Region,2022/10/17,0
Bulgaria,BGR,European Region,2022/10/19,0
Bulgaria,BGR,European Region,2022/10/20,0
Bulgaria,BGR,European Region,2022/10/21,0
Bulgaria,BGR,European Region,2022/10/24,0
Bulgaria,BGR,European Region,2022/10/25,0
Bulgaria,BGR,European Region,2022/10/26,0
Croatia,HRV,European Region,2022/6/24,1
Croatia,HRV,European Region,2022/7/11,0
Croatia,HRV,European Region,2022/7/12,2
Croatia,HRV,European Region,2022/7/13,0
Croatia,HRV,European Region,2022/7/14,0
Croatia,HRV,European Region,2022/7/15,0
Croatia,HRV,European Region,2022/7/18,0
Croatia,HRV,European Region,2022/7/19,3
Croatia,HRV,European Region,2022/7/20,1
Croatia,HRV,European Region,2022/7/21,0
Croatia,HRV,European Region,2022/7/22,1
Croatia,HRV,European Region,2022/7/25,0
Croatia,HRV,European Region,2022/7/26,2
Croatia,HRV,European Region,2022/7/27,0
Croatia,HRV,European Region,2022/7/28,1
Croatia,HRV,European Region,2022/7/29,0
Croatia,HRV,European Region,2022/8/1,1
Croatia,HRV,European Region,2022/8/2,0
Croatia,HRV,European Region,2022/8/3,0
Croatia,HRV,European Region,2022/8/4,0
Croatia,HRV,European Region,2022/8/5,0
Croatia,HRV,European Region,2022/8/8,0
Croatia,HRV,European Region,2022/8/9,0
Croatia,HRV,European Region,2022/8/10,0
Croatia,HRV,European Region,2022/8/11,0
Croatia,HRV,European Region,2022/8/12,0
Croatia,HRV,European Region,2022/8/14,5
Croatia,HRV,European Region,2022/8/16,0
Croatia,HRV,European Region,2022/8/17,0
Croatia,HRV,European Region,2022/8/18,0
Croatia,HRV,European Region,2022/8/19,0
Croatia,HRV,European Region,2022/8/22,5
Croatia,HRV,European Region,2022/8/23,3
Croatia,HRV,European Region,2022/8/24,0
Croatia,HRV,European Region,2022/8/25,0
Croatia,HRV,European Region,2022/8/26,1
Croatia,HRV,European Region,2022/8/29,0
Croatia,HRV,European Region,2022/8/30,0
Croatia,HRV,European Region,2022/8/31,0
Croatia,HRV,European Region,2022/9/1,0
Croatia,HRV,European Region,2022/9/4,1
Croatia,HRV,European Region,2022/9/6,0
Croatia,HRV,European Region,2022/9/7,0
Croatia,HRV,European Region,2022/9/8,0
Croatia,HRV,European Region,2022/9/11,0
Croatia,HRV,European Region,2022/9/13,0
Croatia,HRV,European Region,2022/9/14,0
Croatia,HRV,European Region,2022/9/15,0
Croatia,HRV,European Region,2022/9/16,0
Croatia,HRV,European Region,2022/9/19,0
Croatia,HRV,European Region,2022/9/20,2
Croatia,HRV,European Region,2022/9/21,0
Croatia,HRV,European Region,2022/9/22,0
Croatia,HRV,European Region,2022/9/23,0
Croatia,HRV,European Region,2022/9/26,0
Croatia,HRV,European Region,2022/9/27,0
Croatia,HRV,European Region,2022/9/28,0
Croatia,HRV,European Region,2022/9/29,0
Croatia,HRV,European Region,2022/9/30,0
Croatia,HRV,European Region,2022/10/3,0
Croatia,HRV,European Region,2022/10/4,0
Croatia,HRV,European Region,2022/10/5,0
Croatia,HRV,European Region,2022/10/6,0
Croatia,HRV,European Region,2022/10/7,0
Croatia,HRV,European Region,2022/10/10,0
Croatia,HRV,European Region,2022/10/11,0
Croatia,HRV,European Region,2022/10/12,0
Croatia,HRV,European Region,2022/10/13,0
Croatia,HRV,European Region,2022/10/14,0
Croatia,HRV,European Region,2022/10/17,0
Croatia,HRV,European Region,2022/10/19,0
Croatia,HRV,European Region,2022/10/20,0
Croatia,HRV,European Region,2022/10/21,0
Croatia,HRV,European Region,2022/10/24,0
Croatia,HRV,European Region,2022/10/25,0
Croatia,HRV,European Region,2022/10/26,0
Cyprus,CYP,European Region,2022/8/3,1
Cyprus,CYP,European Region,2022/8/4,0
Cyprus,CYP,European Region,2022/8/5,0
Cyprus,CYP,European Region,2022/8/8,2
Cyprus,CYP,European Region,2022/8/9,0
Cyprus,CYP,European Region,2022/8/10,0
Cyprus,CYP,European Region,2022/8/11,0
Cyprus,CYP,European Region,2022/8/12,0
Cyprus,CYP,European Region,2022/8/14,0
Cyprus,CYP,European Region,2022/8/16,0
Cyprus,CYP,European Region,2022/8/17,0
Cyprus,CYP,European Region,2022/8/18,1
Cyprus,CYP,European Region,2022/8/19,0
Cyprus,CYP,European Region,2022/8/22,0
Cyprus,CYP,European Region,2022/8/23,0
Cyprus,CYP,European Region,2022/8/24,0
Cyprus,CYP,European Region,2022/8/25,0
Cyprus,CYP,European Region,2022/8/26,0
Cyprus,CYP,European Region,2022/8/29,1
Cyprus,CYP,European Region,2022/8/30,0
Cyprus,CYP,European Region,2022/8/31,0
Cyprus,CYP,European Region,2022/9/1,0
Cyprus,CYP,European Region,2022/9/4,0
Cyprus,CYP,European Region,2022/9/6,0
Cyprus,CYP,European Region,2022/9/7,0
Cyprus,CYP,European Region,2022/9/8,0
Cyprus,CYP,European Region,2022/9/11,0
Cyprus,CYP,European Region,2022/9/13,0
Cyprus,CYP,European Region,2022/9/14,0
Cyprus,CYP,European Region,2022/9/15,0
Cyprus,CYP,European Region,2022/9/16,0
Cyprus,CYP,European Region,2022/9/19,0
Cyprus,CYP,European Region,2022/9/20,0
Cyprus,CYP,European Region,2022/9/21,0
Cyprus,CYP,European Region,2022/9/22,0
Cyprus,CYP,European Region,2022/9/23,0
Cyprus,CYP,European Region,2022/9/26,0
Cyprus,CYP,European Region,2022/9/27,0
Cyprus,CYP,European Region,2022/9/28,0
Cyprus,CYP,European Region,2022/9/29,0
Cyprus,CYP,European Region,2022/9/30,0
Cyprus,CYP,European Region,2022/10/3,0
Cyprus,CYP,European Region,2022/10/4,0
Cyprus,CYP,European Region,2022/10/5,0
Cyprus,CYP,European Region,2022/10/6,0
Cyprus,CYP,European Region,2022/10/7,0
Cyprus,CYP,European Region,2022/10/10,0
Cyprus,CYP,European Region,2022/10/11,0
Cyprus,CYP,European Region,2022/10/12,0
Cyprus,CYP,European Region,2022/10/13,0
Cyprus,CYP,European Region,2022/10/14,0
Cyprus,CYP,European Region,2022/10/17,0
Cyprus,CYP,European Region,2022/10/19,0
Cyprus,CYP,European Region,2022/10/20,0
Cyprus,CYP,European Region,2022/10/21,0
Cyprus,CYP,European Region,2022/10/24,0
Cyprus,CYP,European Region,2022/10/25,0
Cyprus,CYP,European Region,2022/10/26,0
Czechia,CZE,European Region,2022/5/24,1
Czechia,CZE,European Region,2022/5/26,4
Czechia,CZE,European Region,2022/5/30,0
Czechia,CZE,European Region,2022/6/3,1
Czechia,CZE,European Region,2022/6/7,0
Czechia,CZE,European Region,2022/6/8,0
Czechia,CZE,European Region,2022/6/9,0
Czechia,CZE,European Region,2022/6/10,0
Czechia,CZE,European Region,2022/6/13,0
Czechia,CZE,European Region,2022/6/14,0
Czechia,CZE,European Region,2022/6/22,1
Czechia,CZE,European Region,2022/6/29,1
Czechia,CZE,European Region,2022/7/10,2
Czechia,CZE,European Region,2022/7/11,0
Czechia,CZE,European Region,2022/7/12,0
Czechia,CZE,European Region,2022/7/13,1
Czechia,CZE,European Region,2022/7/14,0
Czechia,CZE,European Region,2022/7/15,0
Czechia,CZE,European Region,2022/7/18,0
Czechia,CZE,European Region,2022/7/19,3
Czechia,CZE,European Region,2022/7/20,0
Czechia,CZE,European Region,2022/7/21,0
Czechia,CZE,European Region,2022/7/22,0
Czechia,CZE,European Region,2022/7/25,2
Czechia,CZE,European Region,2022/7/26,0
Czechia,CZE,European Region,2022/7/27,0
Czechia,CZE,European Region,2022/7/28,0
Czechia,CZE,European Region,2022/7/29,0
Czechia,CZE,European Region,2022/8/1,3
Czechia,CZE,European Region,2022/8/2,6
Czechia,CZE,European Region,2022/8/3,0
Czechia,CZE,European Region,2022/8/4,0
Czechia,CZE,European Region,2022/8/5,1
Czechia,CZE,European Region,2022/8/8,2
Czechia,CZE,European Region,2022/8/9,1
Czechia,CZE,European Region,2022/8/10,0
Czechia,CZE,European Region,2022/8/11,0
Czechia,CZE,European Region,2022/8/12,6
Czechia,CZE,European Region,2022/8/14,0
Czechia,CZE,European Region,2022/8/16,1
Czechia,CZE,European Region,2022/8/17,0
Czechia,CZE,European Region,2022/8/18,0
Czechia,CZE,European Region,2022/8/19,0
Czechia,CZE,European Region,2022/8/22,3
Czechia,CZE,European Region,2022/8/23,2
Czechia,CZE,European Region,2022/8/24,0
Czechia,CZE,European Region,2022/8/25,0
Czechia,CZE,European Region,2022/8/26,5
Czechia,CZE,European Region,2022/8/29,0
Czechia,CZE,European Region,2022/8/30,2
Czechia,CZE,European Region,2022/8/31,0
Czechia,CZE,European Region,2022/9/1,0
Czechia,CZE,European Region,2022/9/4,5
Czechia,CZE,European Region,2022/9/6,5
Czechia,CZE,European Region,2022/9/7,0
Czechia,CZE,European Region,2022/9/8,0
Czechia,CZE,European Region,2022/9/11,4
Czechia,CZE,European Region,2022/9/13,0
Czechia,CZE,European Region,2022/9/14,0
Czechia,CZE,European Region,2022/9/15,0
Czechia,CZE,European Region,2022/9/16,3
Czechia,CZE,European Region,2022/9/19,0
Czechia,CZE,European Region,2022/9/20,1
Czechia,CZE,European Region,2022/9/21,0
Czechia,CZE,European Region,2022/9/22,0
Czechia,CZE,European Region,2022/9/23,0
Czechia,CZE,European Region,2022/9/26,0
Czechia,CZE,European Region,2022/9/27,0
Czechia,CZE,European Region,2022/9/28,0
Czechia,CZE,European Region,2022/9/29,0
Czechia,CZE,European Region,2022/9/30,1
Czechia,CZE,European Region,2022/10/3,0
Czechia,CZE,European Region,2022/10/4,1
Czechia,CZE,European Region,2022/10/5,0
Czechia,CZE,European Region,2022/10/6,0
Czechia,CZE,European Region,2022/10/7,4
Czechia,CZE,European Region,2022/10/10,0
Czechia,CZE,European Region,2022/10/11,0
Czechia,CZE,European Region,2022/10/12,0
Czechia,CZE,European Region,2022/10/13,0
Czechia,CZE,European Region,2022/10/14,-2
Czechia,CZE,European Region,2022/10/17,0
Czechia,CZE,European Region,2022/10/19,0
Czechia,CZE,European Region,2022/10/20,0
Czechia,CZE,European Region,2022/10/21,0
Czechia,CZE,European Region,2022/10/24,0
Czechia,CZE,European Region,2022/10/25,0
Czechia,CZE,European Region,2022/10/26,0
Denmark,DNK,European Region,2022/5/23,1
Denmark,DNK,European Region,2022/5/24,1
Denmark,DNK,European Region,2022/5/31,0
Denmark,DNK,European Region,2022/6/6,1
Denmark,DNK,European Region,2022/6/7,0
Denmark,DNK,European Region,2022/6/8,0
Denmark,DNK,European Region,2022/6/9,0
Denmark,DNK,European Region,2022/6/10,0
Denmark,DNK,European Region,2022/6/12,0
Denmark,DNK,European Region,2022/6/13,1
Denmark,DNK,European Region,2022/6/14,3
Denmark,DNK,European Region,2022/6/16,1
Denmark,DNK,European Region,2022/6/20,2
Denmark,DNK,European Region,2022/6/21,2
Denmark,DNK,European Region,2022/6/22,1
Denmark,DNK,European Region,2022/6/27,3
Denmark,DNK,European Region,2022/6/29,2
Denmark,DNK,European Region,2022/6/30,2
Denmark,DNK,European Region,2022/7/4,3
Denmark,DNK,European Region,2022/7/5,1
Denmark,DNK,European Region,2022/7/6,2
Denmark,DNK,European Region,2022/7/10,2
Denmark,DNK,European Region,2022/7/11,1
Denmark,DNK,European Region,2022/7/12,1
Denmark,DNK,European Region,2022/7/13,2
Denmark,DNK,European Region,2022/7/14,1
Denmark,DNK,European Region,2022/7/15,0
Denmark,DNK,European Region,2022/7/18,10
Denmark,DNK,European Region,2022/7/19,0
Denmark,DNK,European Region,2022/7/20,3
Denmark,DNK,European Region,2022/7/21,2
Denmark,DNK,European Region,2022/7/22,3
Denmark,DNK,European Region,2022/7/25,8
Denmark,DNK,European Region,2022/7/26,1
Denmark,DNK,European Region,2022/7/27,11
Denmark,DNK,European Region,2022/7/28,5
Denmark,DNK,European Region,2022/7/29,5
Denmark,DNK,European Region,2022/8/1,18
Denmark,DNK,European Region,2022/8/2,2
Denmark,DNK,European Region,2022/8/3,4
Denmark,DNK,European Region,2022/8/4,3
Denmark,DNK,European Region,2022/8/5,0
Denmark,DNK,European Region,2022/8/8,15
Denmark,DNK,European Region,2022/8/9,3
Denmark,DNK,European Region,2022/8/10,3
Denmark,DNK,European Region,2022/8/11,0
Denmark,DNK,European Region,2022/8/12,6
Denmark,DNK,European Region,2022/8/14,6
Denmark,DNK,European Region,2022/8/16,13
Denmark,DNK,European Region,2022/8/17,1
Denmark,DNK,European Region,2022/8/18,3
Denmark,DNK,European Region,2022/8/19,0
Denmark,DNK,European Region,2022/8/22,11
Denmark,DNK,European Region,2022/8/23,0
Denmark,DNK,European Region,2022/8/24,0
Denmark,DNK,European Region,2022/8/25,0
Denmark,DNK,European Region,2022/8/26,2
Denmark,DNK,European Region,2022/8/29,2
Denmark,DNK,European Region,2022/8/30,1
Denmark,DNK,European Region,2022/8/31,0
Denmark,DNK,European Region,2022/9/1,1
Denmark,DNK,European Region,2022/9/4,2
Denmark,DNK,European Region,2022/9/6,1
Denmark,DNK,European Region,2022/9/7,1
Denmark,DNK,European Region,2022/9/8,2
Denmark,DNK,European Region,2022/9/11,0
Denmark,DNK,European Region,2022/9/13,2
Denmark,DNK,European Region,2022/9/14,0
Denmark,DNK,European Region,2022/9/15,0
Denmark,DNK,European Region,2022/9/16,0
Denmark,DNK,European Region,2022/9/19,0
Denmark,DNK,European Region,2022/9/20,0
Denmark,DNK,European Region,2022/9/21,0
Denmark,DNK,European Region,2022/9/22,0
Denmark,DNK,European Region,2022/9/23,0
Denmark,DNK,European Region,2022/9/26,1
Denmark,DNK,European Region,2022/9/27,1
Denmark,DNK,European Region,2022/9/28,0
Denmark,DNK,European Region,2022/9/29,0
Denmark,DNK,European Region,2022/9/30,0
Denmark,DNK,European Region,2022/10/3,0
Denmark,DNK,European Region,2022/10/4,2
Denmark,DNK,European Region,2022/10/5,0
Denmark,DNK,European Region,2022/10/6,0
Denmark,DNK,European Region,2022/10/7,0
Denmark,DNK,European Region,2022/10/10,0
Denmark,DNK,European Region,2022/10/11,2
Denmark,DNK,European Region,2022/10/12,0
Denmark,DNK,European Region,2022/10/13,0
Denmark,DNK,European Region,2022/10/14,0
Denmark,DNK,European Region,2022/10/17,0
Denmark,DNK,European Region,2022/10/19,2
Denmark,DNK,European Region,2022/10/20,0
Denmark,DNK,European Region,2022/10/21,0
Denmark,DNK,European Region,2022/10/24,0
Denmark,DNK,European Region,2022/10/25,0
Denmark,DNK,European Region,2022/10/26,0
Estonia,EST,European Region,2022/6/28,1
Estonia,EST,European Region,2022/7/5,1
Estonia,EST,European Region,2022/7/11,0
Estonia,EST,European Region,2022/7/12,0
Estonia,EST,European Region,2022/7/13,0
Estonia,EST,European Region,2022/7/14,0
Estonia,EST,European Region,2022/7/15,0
Estonia,EST,European Region,2022/7/18,0
Estonia,EST,European Region,2022/7/19,2
Estonia,EST,European Region,2022/7/20,0
Estonia,EST,European Region,2022/7/21,0
Estonia,EST,European Region,2022/7/22,0
Estonia,EST,European Region,2022/7/25,0
Estonia,EST,European Region,2022/7/26,0
Estonia,EST,European Region,2022/7/27,0
Estonia,EST,European Region,2022/7/28,1
Estonia,EST,European Region,2022/7/29,0
Estonia,EST,European Region,2022/8/1,1
Estonia,EST,European Region,2022/8/2,2
Estonia,EST,European Region,2022/8/3,0
Estonia,EST,European Region,2022/8/4,0
Estonia,EST,European Region,2022/8/5,1
Estonia,EST,European Region,2022/8/8,0
Estonia,EST,European Region,2022/8/9,0
Estonia,EST,European Region,2022/8/10,0
Estonia,EST,European Region,2022/8/11,0
Estonia,EST,European Region,2022/8/12,0
Estonia,EST,European Region,2022/8/14,0
Estonia,EST,European Region,2022/8/16,0
Estonia,EST,European Region,2022/8/17,0
Estonia,EST,European Region,2022/8/18,0
Estonia,EST,European Region,2022/8/19,0
Estonia,EST,European Region,2022/8/22,0
Estonia,EST,European Region,2022/8/23,1
Estonia,EST,European Region,2022/8/24,0
Estonia,EST,European Region,2022/8/25,0
Estonia,EST,European Region,2022/8/26,0
Estonia,EST,European Region,2022/8/29,0
Estonia,EST,European Region,2022/8/30,0
Estonia,EST,European Region,2022/8/31,0
Estonia,EST,European Region,2022/9/1,0
Estonia,EST,European Region,2022/9/4,0
Estonia,EST,European Region,2022/9/6,0
Estonia,EST,European Region,2022/9/7,0
Estonia,EST,European Region,2022/9/8,0
Estonia,EST,European Region,2022/9/11,0
Estonia,EST,European Region,2022/9/13,1
Estonia,EST,European Region,2022/9/14,0
Estonia,EST,European Region,2022/9/15,0
Estonia,EST,European Region,2022/9/16,0
Estonia,EST,European Region,2022/9/19,0
Estonia,EST,European Region,2022/9/20,0
Estonia,EST,European Region,2022/9/21,0
Estonia,EST,European Region,2022/9/22,0
Estonia,EST,European Region,2022/9/23,0
Estonia,EST,European Region,2022/9/26,0
Estonia,EST,European Region,2022/9/27,0
Estonia,EST,European Region,2022/9/28,0
Estonia,EST,European Region,2022/9/29,0
Estonia,EST,European Region,2022/9/30,0
Estonia,EST,European Region,2022/10/3,0
Estonia,EST,European Region,2022/10/4,0
Estonia,EST,European Region,2022/10/5,0
Estonia,EST,European Region,2022/10/6,0
Estonia,EST,European Region,2022/10/7,0
Estonia,EST,European Region,2022/10/10,0
Estonia,EST,European Region,2022/10/11,0
Estonia,EST,European Region,2022/10/12,0
Estonia,EST,European Region,2022/10/13,0
Estonia,EST,European Region,2022/10/14,0
Estonia,EST,European Region,2022/10/17,0
Estonia,EST,European Region,2022/10/19,0
Estonia,EST,European Region,2022/10/20,0
Estonia,EST,European Region,2022/10/21,0
Estonia,EST,European Region,2022/10/24,0
Estonia,EST,European Region,2022/10/25,0
Estonia,EST,European Region,2022/10/26,0
Finland,FIN,European Region,2022/5/20,1
Finland,FIN,European Region,2022/5/27,0
Finland,FIN,European Region,2022/6/1,0
Finland,FIN,European Region,2022/6/3,1
Finland,FIN,European Region,2022/6/7,0
Finland,FIN,European Region,2022/6/8,0
Finland,FIN,European Region,2022/6/9,0
Finland,FIN,European Region,2022/6/10,0
Finland,FIN,European Region,2022/6/13,0
Finland,FIN,European Region,2022/6/14,1
Finland,FIN,European Region,2022/6/20,1
Finland,FIN,European Region,2022/7/4,6
Finland,FIN,European Region,2022/7/7,3
Finland,FIN,European Region,2022/7/11,0
Finland,FIN,European Region,2022/7/12,0
Finland,FIN,European Region,2022/7/13,0
Finland,FIN,European Region,2022/7/14,0
Finland,FIN,European Region,2022/7/15,0
Finland,FIN,European Region,2022/7/18,0
Finland,FIN,European Region,2022/7/19,0
Finland,FIN,European Region,2022/7/20,0
Finland,FIN,European Region,2022/7/21,0
Finland,FIN,European Region,2022/7/22,0
Finland,FIN,European Region,2022/7/25,0
Finland,FIN,European Region,2022/7/26,4
Finland,FIN,European Region,2022/7/27,0
Finland,FIN,European Region,2022/7/28,0
Finland,FIN,European Region,2022/7/29,0
Finland,FIN,European Region,2022/8/1,0
Finland,FIN,European Region,2022/8/2,3
Finland,FIN,European Region,2022/8/3,0
Finland,FIN,European Region,2022/8/4,0
Finland,FIN,European Region,2022/8/5,2
Finland,FIN,European Region,2022/8/8,0
Finland,FIN,European Region,2022/8/9,0
Finland,FIN,European Region,2022/8/10,0
Finland,FIN,European Region,2022/8/11,0
Finland,FIN,European Region,2022/8/12,0
Finland,FIN,European Region,2022/8/14,0
Finland,FIN,European Region,2022/8/16,0
Finland,FIN,European Region,2022/8/17,0
Finland,FIN,European Region,2022/8/18,0
Finland,FIN,European Region,2022/8/19,0
Finland,FIN,European Region,2022/8/22,0
Finland,FIN,European Region,2022/8/23,0
Finland,FIN,European Region,2022/8/24,0
Finland,FIN,European Region,2022/8/25,0
Finland,FIN,European Region,2022/8/26,0
Finland,FIN,European Region,2022/8/29,0
Finland,FIN,European Region,2022/8/30,0
Finland,FIN,European Region,2022/8/31,0
Finland,FIN,European Region,2022/9/1,2
Finland,FIN,European Region,2022/9/4,0
Finland,FIN,European Region,2022/9/6,6
Finland,FIN,European Region,2022/9/7,0
Finland,FIN,European Region,2022/9/8,3
Finland,FIN,European Region,2022/9/11,0
Finland,FIN,European Region,2022/9/13,0
Finland,FIN,European Region,2022/9/14,0
Finland,FIN,European Region,2022/9/15,0
Finland,FIN,European Region,2022/9/16,0
Finland,FIN,European Region,2022/9/19,0
Finland,FIN,European Region,2022/9/20,0
Finland,FIN,European Region,2022/9/21,0
Finland,FIN,European Region,2022/9/22,0
Finland,FIN,European Region,2022/9/23,0
Finland,FIN,European Region,2022/9/26,0
Finland,FIN,European Region,2022/9/27,7
Finland,FIN,European Region,2022/9/28,0
Finland,FIN,European Region,2022/9/29,0
Finland,FIN,European Region,2022/9/30,0
Finland,FIN,European Region,2022/10/3,0
Finland,FIN,European Region,2022/10/4,0
Finland,FIN,European Region,2022/10/5,0
Finland,FIN,European Region,2022/10/6,0
Finland,FIN,European Region,2022/10/7,0
Finland,FIN,European Region,2022/10/10,1
Finland,FIN,European Region,2022/10/11,0
Finland,FIN,European Region,2022/10/12,0
Finland,FIN,European Region,2022/10/13,0
Finland,FIN,European Region,2022/10/14,0
Finland,FIN,European Region,2022/10/17,0
Finland,FIN,European Region,2022/10/19,0
Finland,FIN,European Region,2022/10/20,0
Finland,FIN,European Region,2022/10/21,0
Finland,FIN,European Region,2022/10/24,0
Finland,FIN,European Region,2022/10/25,0
Finland,FIN,European Region,2022/10/26,0
France,FRA,European Region,2022/5/19,0
France,FRA,European Region,2022/5/20,1
France,FRA,European Region,2022/5/24,2
France,FRA,European Region,2022/5/25,2
France,FRA,European Region,2022/5/26,2
France,FRA,European Region,2022/5/30,9
France,FRA,European Region,2022/5/31,1
France,FRA,European Region,2022/6/2,16
France,FRA,European Region,2022/6/4,18
France,FRA,European Region,2022/6/7,15
France,FRA,European Region,2022/6/8,0
France,FRA,European Region,2022/6/9,0
France,FRA,European Region,2022/6/10,25
France,FRA,European Region,2022/6/13,0
France,FRA,European Region,2022/6/14,34
France,FRA,European Region,2022/6/16,58
France,FRA,European Region,2022/6/21,94
France,FRA,European Region,2022/6/23,53
France,FRA,European Region,2022/6/28,110
France,FRA,European Region,2022/6/30,58
France,FRA,European Region,2022/7/5,79
France,FRA,European Region,2022/7/10,144
France,FRA,European Region,2022/7/11,0
France,FRA,European Region,2022/7/12,0
France,FRA,European Region,2022/7/13,0
France,FRA,European Region,2022/7/14,191
France,FRA,European Region,2022/7/15,0
France,FRA,European Region,2022/7/18,0
France,FRA,European Region,2022/7/19,0
France,FRA,European Region,2022/7/20,0
France,FRA,European Region,2022/7/21,541
France,FRA,European Region,2022/7/22,0
France,FRA,European Region,2022/7/25,114
France,FRA,European Region,2022/7/26,0
France,FRA,European Region,2022/7/27,0
France,FRA,European Region,2022/7/28,270
France,FRA,European Region,2022/7/29,0
France,FRA,European Region,2022/8/1,118
France,FRA,European Region,2022/8/2,99
France,FRA,European Region,2022/8/3,0
France,FRA,European Region,2022/8/4,185
France,FRA,European Region,2022/8/5,0
France,FRA,European Region,2022/8/8,184
France,FRA,European Region,2022/8/9,0
France,FRA,European Region,2022/8/10,0
France,FRA,European Region,2022/8/11,178
France,FRA,European Region,2022/8/12,0
France,FRA,European Region,2022/8/14,72
France,FRA,European Region,2022/8/16,0
France,FRA,European Region,2022/8/17,76
France,FRA,European Region,2022/8/18,0
France,FRA,European Region,2022/8/19,140
France,FRA,European Region,2022/8/22,0
France,FRA,European Region,2022/8/23,0
France,FRA,European Region,2022/8/24,0
France,FRA,European Region,2022/8/25,0
France,FRA,European Region,2022/8/26,532
France,FRA,European Region,2022/8/29,0
France,FRA,European Region,2022/8/30,0
France,FRA,European Region,2022/8/31,126
France,FRA,European Region,2022/9/1,11
France,FRA,European Region,2022/9/4,88
France,FRA,European Region,2022/9/6,0
France,FRA,European Region,2022/9/7,74
France,FRA,European Region,2022/9/8,1
France,FRA,European Region,2022/9/11,64
France,FRA,European Region,2022/9/13,0
France,FRA,European Region,2022/9/14,48
France,FRA,European Region,2022/9/15,0
France,FRA,European Region,2022/9/16,65
France,FRA,European Region,2022/9/19,0
France,FRA,European Region,2022/9/20,0
France,FRA,European Region,2022/9/21,45
France,FRA,European Region,2022/9/22,0
France,FRA,European Region,2022/9/23,0
France,FRA,European Region,2022/9/26,27
France,FRA,European Region,2022/9/27,0
France,FRA,European Region,2022/9/28,0
France,FRA,European Region,2022/9/29,29
France,FRA,European Region,2022/9/30,0
France,FRA,European Region,2022/10/3,0
France,FRA,European Region,2022/10/4,0
France,FRA,European Region,2022/10/5,0
France,FRA,European Region,2022/10/6,44
France,FRA,European Region,2022/10/7,0
France,FRA,European Region,2022/10/10,0
France,FRA,European Region,2022/10/11,0
France,FRA,European Region,2022/10/12,0
France,FRA,European Region,2022/10/13,21
France,FRA,European Region,2022/10/14,0
France,FRA,European Region,2022/10/17,0
France,FRA,European Region,2022/10/19,20
France,FRA,European Region,2022/10/20,0
France,FRA,European Region,2022/10/21,0
France,FRA,European Region,2022/10/24,0
France,FRA,European Region,2022/10/25,0
France,FRA,European Region,2022/10/26,10
Georgia,GEO,European Region,2022/6/15,1
Georgia,GEO,European Region,2022/7/11,0
Georgia,GEO,European Region,2022/7/12,0
Georgia,GEO,European Region,2022/7/13,0
Georgia,GEO,European Region,2022/7/14,0
Georgia,GEO,European Region,2022/7/15,0
Georgia,GEO,European Region,2022/7/18,0
Georgia,GEO,European Region,2022/7/19,0
Georgia,GEO,European Region,2022/7/20,0
Georgia,GEO,European Region,2022/7/21,0
Georgia,GEO,European Region,2022/7/22,0
Georgia,GEO,European Region,2022/7/25,0
Georgia,GEO,European Region,2022/7/26,0
Georgia,GEO,European Region,2022/7/27,0
Georgia,GEO,European Region,2022/7/28,0
Georgia,GEO,European Region,2022/7/29,0
Georgia,GEO,European Region,2022/8/1,0
