iso_code,continent,location,date,stringency_index
AFG,Asia,Afghanistan,2022/5/7,16.67
AFG,Asia,Afghanistan,2022/5/8,16.67
AFG,Asia,Afghanistan,2022/5/9,16.67
AFG,Asia,Afghanistan,2022/5/10,11.11
AFG,Asia,Afghanistan,2022/5/11,11.11
AFG,Asia,Afghanistan,2022/5/12,11.11
AFG,Asia,Afghanistan,2022/5/13,11.11
AFG,Asia,Afghanistan,2022/5/14,11.11
AFG,Asia,Afghanistan,2022/5/15,11.11
AFG,Asia,Afghanistan,2022/5/16,11.11
AFG,Asia,Afghanistan,2022/5/17,11.11
AFG,Asia,Afghanistan,2022/5/18,11.11
AFG,Asia,Afghanistan,2022/5/19,11.11
AFG,Asia,Afghanistan,2022/5/20,11.11
AFG,Asia,Afghanistan,2022/5/21,11.11
AFG,Asia,Afghanistan,2022/5/22,11.11
AFG,Asia,Afghanistan,2022/5/23,11.11
AFG,Asia,Afghanistan,2022/5/24,11.11
AFG,Asia,Afghanistan,2022/5/25,11.11
AFG,Asia,Afghanistan,2022/5/26,11.11
AFG,Asia,Afghanistan,2022/5/27,11.11
AFG,Asia,Afghanistan,2022/5/28,11.11
AFG,Asia,Afghanistan,2022/5/29,11.11
AFG,Asia,Afghanistan,2022/5/30,11.11
AFG,Asia,Afghanistan,2022/5/31,11.11
AFG,Asia,Afghanistan,2022/6/1,11.11
AFG,Asia,Afghanistan,2022/6/2,11.11
AFG,Asia,Afghanistan,2022/6/3,11.11
AFG,Asia,Afghanistan,2022/6/4,11.11
AFG,Asia,Afghanistan,2022/6/5,11.11
AFG,Asia,Afghanistan,2022/6/6,11.11
AFG,Asia,Afghanistan,2022/6/7,11.11
AFG,Asia,Afghanistan,2022/6/8,11.11
AFG,Asia,Afghanistan,2022/6/9,11.11
AFG,Asia,Afghanistan,2022/6/10,11.11
AFG,Asia,Afghanistan,2022/6/11,11.11
AFG,Asia,Afghanistan,2022/6/12,11.11
AFG,Asia,Afghanistan,2022/6/13,11.11
AFG,Asia,Afghanistan,2022/6/14,11.11
AFG,Asia,Afghanistan,2022/6/15,11.11
AFG,Asia,Afghanistan,2022/6/16,11.11
AFG,Asia,Afghanistan,2022/6/17,11.11
AFG,Asia,Afghanistan,2022/6/18,11.11
AFG,Asia,Afghanistan,2022/6/19,11.11
AFG,Asia,Afghanistan,2022/6/20,11.11
AFG,Asia,Afghanistan,2022/6/21,11.11
AFG,Asia,Afghanistan,2022/6/22,11.11
AFG,Asia,Afghanistan,2022/6/23,11.11
AFG,Asia,Afghanistan,2022/6/24,11.11
AFG,Asia,Afghanistan,2022/6/25,11.11
AFG,Asia,Afghanistan,2022/6/26,11.11
AFG,Asia,Afghanistan,2022/6/27,11.11
AFG,Asia,Afghanistan,2022/6/28,11.11
AFG,Asia,Afghanistan,2022/6/29,11.11
AFG,Asia,Afghanistan,2022/6/30,11.11
AFG,Asia,Afghanistan,2022/7/1,11.11
AFG,Asia,Afghanistan,2022/7/2,11.11
AFG,Asia,Afghanistan,2022/7/3,11.11
AFG,Asia,Afghanistan,2022/7/4,11.11
AFG,Asia,Afghanistan,2022/7/5,11.11
AFG,Asia,Afghanistan,2022/7/6,11.11
AFG,Asia,Afghanistan,2022/7/7,11.11
AFG,Asia,Afghanistan,2022/7/8,11.11
AFG,Asia,Afghanistan,2022/7/9,11.11
AFG,Asia,Afghanistan,2022/7/10,11.11
AFG,Asia,Afghanistan,2022/7/11,11.11
AFG,Asia,Afghanistan,2022/7/12,11.11
AFG,Asia,Afghanistan,2022/7/13,11.11
AFG,Asia,Afghanistan,2022/7/14,11.11
AFG,Asia,Afghanistan,2022/7/15,11.11
AFG,Asia,Afghanistan,2022/7/16,11.11
AFG,Asia,Afghanistan,2022/7/17,11.11
AFG,Asia,Afghanistan,2022/7/18,11.11
AFG,Asia,Afghanistan,2022/7/19,11.11
AFG,Asia,Afghanistan,2022/7/20,11.11
AFG,Asia,Afghanistan,2022/7/21,11.11
AFG,Asia,Afghanistan,2022/7/22,11.11
AFG,Asia,Afghanistan,2022/7/23,11.11
AFG,Asia,Afghanistan,2022/7/24,11.11
AFG,Asia,Afghanistan,2022/7/25,11.11
AFG,Asia,Afghanistan,2022/7/26,11.11
AFG,Asia,Afghanistan,2022/7/27,11.11
AFG,Asia,Afghanistan,2022/7/28,11.11
AFG,Asia,Afghanistan,2022/7/29,11.11
AFG,Asia,Afghanistan,2022/7/30,11.11
AFG,Asia,Afghanistan,2022/7/31,11.11
AFG,Asia,Afghanistan,2022/8/1,11.11
AFG,Asia,Afghanistan,2022/8/2,11.11
AFG,Asia,Afghanistan,2022/8/3,11.11
AFG,Asia,Afghanistan,2022/8/4,11.11
AFG,Asia,Afghanistan,2022/8/5,11.11
AFG,Asia,Afghanistan,2022/8/6,11.11
AFG,Asia,Afghanistan,2022/8/7,11.11
AFG,Asia,Afghanistan,2022/8/8,11.11
AFG,Asia,Afghanistan,2022/8/9,11.11
AFG,Asia,Afghanistan,2022/8/10,11.11
AFG,Asia,Afghanistan,2022/8/11,11.11
AFG,Asia,Afghanistan,2022/8/12,11.11
AFG,Asia,Afghanistan,2022/8/13,11.11
AFG,Asia,Afghanistan,2022/8/14,11.11
AFG,Asia,Afghanistan,2022/8/15,11.11
AFG,Asia,Afghanistan,2022/8/16,11.11
AFG,Asia,Afghanistan,2022/8/17,11.11
AFG,Asia,Afghanistan,2022/8/18,11.11
AFG,Asia,Afghanistan,2022/8/19,11.11
AFG,Asia,Afghanistan,2022/8/20,11.11
AFG,Asia,Afghanistan,2022/8/21,11.11
AFG,Asia,Afghanistan,2022/8/22,11.11
AFG,Asia,Afghanistan,2022/8/23,11.11
AFG,Asia,Afghanistan,2022/8/24,11.11
AFG,Asia,Afghanistan,2022/8/25,11.11
AFG,Asia,Afghanistan,2022/8/26,11.11
AFG,Asia,Afghanistan,2022/8/27,11.11
AFG,Asia,Afghanistan,2022/8/28,11.11
AFG,Asia,Afghanistan,2022/8/29,11.11
AFG,Asia,Afghanistan,2022/8/30,11.11
AFG,Asia,Afghanistan,2022/8/31,11.11
AFG,Asia,Afghanistan,2022/9/1,11.11
AFG,Asia,Afghanistan,2022/9/2,11.11
AFG,Asia,Afghanistan,2022/9/3,11.11
AFG,Asia,Afghanistan,2022/9/4,11.11
AFG,Asia,Afghanistan,2022/9/5,11.11
AFG,Asia,Afghanistan,2022/9/6,11.11
AFG,Asia,Afghanistan,2022/9/7,11.11
AFG,Asia,Afghanistan,2022/9/8,11.11
AFG,Asia,Afghanistan,2022/9/9,11.11
AFG,Asia,Afghanistan,2022/9/10,11.11
AFG,Asia,Afghanistan,2022/9/11,11.11
AFG,Asia,Afghanistan,2022/9/12,11.11
AFG,Asia,Afghanistan,2022/9/13,11.11
AFG,Asia,Afghanistan,2022/9/14,11.11
AFG,Asia,Afghanistan,2022/9/15,11.11
AFG,Asia,Afghanistan,2022/9/16,11.11
AFG,Asia,Afghanistan,2022/9/17,11.11
AFG,Asia,Afghanistan,2022/9/18,11.11
AFG,Asia,Afghanistan,2022/9/19,11.11
AFG,Asia,Afghanistan,2022/9/20,11.11
AFG,Asia,Afghanistan,2022/9/21,11.11
AFG,Asia,Afghanistan,2022/9/22,11.11
AFG,Asia,Afghanistan,2022/9/23,11.11
AFG,Asia,Afghanistan,2022/9/24,11.11
AFG,Asia,Afghanistan,2022/9/25,11.11
AFG,Asia,Afghanistan,2022/9/26,11.11
AFG,Asia,Afghanistan,2022/9/27,11.11
AFG,Asia,Afghanistan,2022/9/28,11.11
AFG,Asia,Afghanistan,2022/9/29,11.11
AFG,Asia,Afghanistan,2022/9/30,11.11
AFG,Asia,Afghanistan,2022/10/1,11.11
AFG,Asia,Afghanistan,2022/10/2,11.11
AFG,Asia,Afghanistan,2022/10/3,11.11
AFG,Asia,Afghanistan,2022/10/4,11.11
AFG,Asia,Afghanistan,2022/10/5,11.11
AFG,Asia,Afghanistan,2022/10/6,11.11
AFG,Asia,Afghanistan,2022/10/7,11.11
AFG,Asia,Afghanistan,2022/10/8,11.11
AFG,Asia,Afghanistan,2022/10/9,11.11
AFG,Asia,Afghanistan,2022/10/10,11.11
AFG,Asia,Afghanistan,2022/10/11,11.11
AFG,Asia,Afghanistan,2022/10/12,11.11
AFG,Asia,Afghanistan,2022/10/13,11.11
AFG,Asia,Afghanistan,2022/10/14,11.11
AFG,Asia,Afghanistan,2022/10/15,11.11
AFG,Asia,Afghanistan,2022/10/16,11.11
AFG,Asia,Afghanistan,2022/10/17,11.11
AFG,Asia,Afghanistan,2022/10/18,11.11
AFG,Asia,Afghanistan,2022/10/19,11.11
AFG,Asia,Afghanistan,2022/10/20,11.11
AFG,Asia,Afghanistan,2022/10/21,11.11
AFG,Asia,Afghanistan,2022/10/22,11.11
AFG,Asia,Afghanistan,2022/10/23,11.11
AFG,Asia,Afghanistan,2022/10/24,11.11
AFG,Asia,Afghanistan,2022/10/25,11.11
AFG,Asia,Afghanistan,2022/10/26,11.11
ALB,Europe,Albania,2022/5/7,18.52
ALB,Europe,Albania,2022/5/8,18.52
ALB,Europe,Albania,2022/5/9,18.52
ALB,Europe,Albania,2022/5/10,18.52
ALB,Europe,Albania,2022/5/11,18.52
ALB,Europe,Albania,2022/5/12,18.52
ALB,Europe,Albania,2022/5/13,18.52
ALB,Europe,Albania,2022/5/14,18.52
ALB,Europe,Albania,2022/5/15,18.52
ALB,Europe,Albania,2022/5/16,18.52
ALB,Europe,Albania,2022/5/17,18.52
ALB,Europe,Albania,2022/5/18,11.11
ALB,Europe,Albania,2022/5/19,11.11
ALB,Europe,Albania,2022/5/20,11.11
ALB,Europe,Albania,2022/5/21,11.11
ALB,Europe,Albania,2022/5/22,11.11
ALB,Europe,Albania,2022/5/23,11.11
ALB,Europe,Albania,2022/5/24,11.11
ALB,Europe,Albania,2022/5/25,11.11
ALB,Europe,Albania,2022/5/26,11.11
ALB,Europe,Albania,2022/5/27,11.11
ALB,Europe,Albania,2022/5/28,11.11
ALB,Europe,Albania,2022/5/29,11.11
ALB,Europe,Albania,2022/5/30,11.11
ALB,Europe,Albania,2022/5/31,11.11
ALB,Europe,Albania,2022/6/1,11.11
ALB,Europe,Albania,2022/6/2,11.11
ALB,Europe,Albania,2022/6/3,11.11
ALB,Europe,Albania,2022/6/4,11.11
ALB,Europe,Albania,2022/6/5,11.11
ALB,Europe,Albania,2022/6/6,11.11
ALB,Europe,Albania,2022/6/7,11.11
ALB,Europe,Albania,2022/6/8,11.11
ALB,Europe,Albania,2022/6/9,11.11
ALB,Europe,Albania,2022/6/10,11.11
ALB,Europe,Albania,2022/6/11,11.11
ALB,Europe,Albania,2022/6/12,11.11
ALB,Europe,Albania,2022/6/13,11.11
ALB,Europe,Albania,2022/6/14,11.11
ALB,Europe,Albania,2022/6/15,11.11
ALB,Europe,Albania,2022/6/16,11.11
ALB,Europe,Albania,2022/6/17,11.11
ALB,Europe,Albania,2022/6/18,11.11
ALB,Europe,Albania,2022/6/19,11.11
ALB,Europe,Albania,2022/6/20,11.11
ALB,Europe,Albania,2022/6/21,11.11
ALB,Europe,Albania,2022/6/22,11.11
ALB,Europe,Albania,2022/6/23,11.11
ALB,Europe,Albania,2022/6/24,11.11
ALB,Europe,Albania,2022/6/25,11.11
ALB,Europe,Albania,2022/6/26,11.11
ALB,Europe,Albania,2022/6/27,11.11
ALB,Europe,Albania,2022/6/28,11.11
ALB,Europe,Albania,2022/6/29,11.11
ALB,Europe,Albania,2022/6/30,11.11
ALB,Europe,Albania,2022/7/1,11.11
ALB,Europe,Albania,2022/7/2,11.11
ALB,Europe,Albania,2022/7/3,11.11
ALB,Europe,Albania,2022/7/4,11.11
ALB,Europe,Albania,2022/7/5,11.11
ALB,Europe,Albania,2022/7/6,11.11
ALB,Europe,Albania,2022/7/7,11.11
ALB,Europe,Albania,2022/7/8,11.11
ALB,Europe,Albania,2022/7/9,11.11
ALB,Europe,Albania,2022/7/10,11.11
ALB,Europe,Albania,2022/7/11,11.11
ALB,Europe,Albania,2022/7/12,11.11
ALB,Europe,Albania,2022/7/13,11.11
ALB,Europe,Albania,2022/7/14,11.11
ALB,Europe,Albania,2022/7/15,11.11
ALB,Europe,Albania,2022/7/16,11.11
ALB,Europe,Albania,2022/7/17,11.11
ALB,Europe,Albania,2022/7/18,11.11
ALB,Europe,Albania,2022/7/19,11.11
ALB,Europe,Albania,2022/7/20,11.11
ALB,Europe,Albania,2022/7/21,11.11
ALB,Europe,Albania,2022/7/22,11.11
ALB,Europe,Albania,2022/7/23,11.11
ALB,Europe,Albania,2022/7/24,11.11
ALB,Europe,Albania,2022/7/25,11.11
ALB,Europe,Albania,2022/7/26,11.11
ALB,Europe,Albania,2022/7/27,11.11
ALB,Europe,Albania,2022/7/28,11.11
ALB,Europe,Albania,2022/7/29,11.11
ALB,Europe,Albania,2022/7/30,11.11
ALB,Europe,Albania,2022/7/31,11.11
ALB,Europe,Albania,2022/8/1,11.11
ALB,Europe,Albania,2022/8/2,11.11
ALB,Europe,Albania,2022/8/3,11.11
ALB,Europe,Albania,2022/8/4,11.11
ALB,Europe,Albania,2022/8/5,11.11
ALB,Europe,Albania,2022/8/6,11.11
ALB,Europe,Albania,2022/8/7,11.11
ALB,Europe,Albania,2022/8/8,11.11
ALB,Europe,Albania,2022/8/9,11.11
ALB,Europe,Albania,2022/8/10,11.11
ALB,Europe,Albania,2022/8/11,11.11
ALB,Europe,Albania,2022/8/12,11.11
ALB,Europe,Albania,2022/8/13,11.11
ALB,Europe,Albania,2022/8/14,11.11
ALB,Europe,Albania,2022/8/15,11.11
ALB,Europe,Albania,2022/8/16,11.11
ALB,Europe,Albania,2022/8/17,11.11
ALB,Europe,Albania,2022/8/18,11.11
ALB,Europe,Albania,2022/8/19,11.11
ALB,Europe,Albania,2022/8/20,11.11
ALB,Europe,Albania,2022/8/21,11.11
ALB,Europe,Albania,2022/8/22,11.11
ALB,Europe,Albania,2022/8/23,11.11
ALB,Europe,Albania,2022/8/24,11.11
ALB,Europe,Albania,2022/8/25,11.11
ALB,Europe,Albania,2022/8/26,11.11
ALB,Europe,Albania,2022/8/27,11.11
ALB,Europe,Albania,2022/8/28,11.11
ALB,Europe,Albania,2022/8/29,11.11
ALB,Europe,Albania,2022/8/30,11.11
ALB,Europe,Albania,2022/8/31,11.11
ALB,Europe,Albania,2022/9/1,11.11
ALB,Europe,Albania,2022/9/2,11.11
ALB,Europe,Albania,2022/9/3,11.11
ALB,Europe,Albania,2022/9/4,11.11
ALB,Europe,Albania,2022/9/5,11.11
ALB,Europe,Albania,2022/9/6,11.11
ALB,Europe,Albania,2022/9/7,11.11
ALB,Europe,Albania,2022/9/8,11.11
ALB,Europe,Albania,2022/9/9,11.11
ALB,Europe,Albania,2022/9/10,11.11
ALB,Europe,Albania,2022/9/11,11.11
ALB,Europe,Albania,2022/9/12,11.11
ALB,Europe,Albania,2022/9/13,11.11
ALB,Europe,Albania,2022/9/14,11.11
ALB,Europe,Albania,2022/9/15,11.11
ALB,Europe,Albania,2022/9/16,11.11
ALB,Europe,Albania,2022/9/17,11.11
ALB,Europe,Albania,2022/9/18,11.11
ALB,Europe,Albania,2022/9/19,11.11
ALB,Europe,Albania,2022/9/20,11.11
ALB,Europe,Albania,2022/9/21,11.11
ALB,Europe,Albania,2022/9/22,11.11
ALB,Europe,Albania,2022/9/23,11.11
ALB,Europe,Albania,2022/9/24,11.11
ALB,Europe,Albania,2022/9/25,11.11
ALB,Europe,Albania,2022/9/26,11.11
ALB,Europe,Albania,2022/9/27,11.11
ALB,Europe,Albania,2022/9/28,11.11
ALB,Europe,Albania,2022/9/29,11.11
ALB,Europe,Albania,2022/9/30,11.11
ALB,Europe,Albania,2022/10/1,11.11
ALB,Europe,Albania,2022/10/2,11.11
ALB,Europe,Albania,2022/10/3,11.11
ALB,Europe,Albania,2022/10/4,11.11
ALB,Europe,Albania,2022/10/5,11.11
ALB,Europe,Albania,2022/10/6,11.11
ALB,Europe,Albania,2022/10/7,11.11
ALB,Europe,Albania,2022/10/8,11.11
ALB,Europe,Albania,2022/10/9,11.11
ALB,Europe,Albania,2022/10/10,11.11
ALB,Europe,Albania,2022/10/11,11.11
ALB,Europe,Albania,2022/10/12,11.11
ALB,Europe,Albania,2022/10/13,11.11
ALB,Europe,Albania,2022/10/14,11.11
ALB,Europe,Albania,2022/10/15,11.11
ALB,Europe,Albania,2022/10/16,11.11
ALB,Europe,Albania,2022/10/17,11.11
ALB,Europe,Albania,2022/10/18,11.11
ALB,Europe,Albania,2022/10/19,11.11
ALB,Europe,Albania,2022/10/20,11.11
ALB,Europe,Albania,2022/10/21,11.11
ALB,Europe,Albania,2022/10/22,11.11
ALB,Europe,Albania,2022/10/23,11.11
ALB,Europe,Albania,2022/10/24,11.11
ALB,Europe,Albania,2022/10/25,11.11
ALB,Europe,Albania,2022/10/26,11.11
DZA,Africa,Algeria,2022/5/7,45.32
DZA,Africa,Algeria,2022/5/8,45.32
DZA,Africa,Algeria,2022/5/9,45.32
DZA,Africa,Algeria,2022/5/10,45.32
DZA,Africa,Algeria,2022/5/11,45.32
DZA,Africa,Algeria,2022/5/12,45.32
DZA,Africa,Algeria,2022/5/13,45.32
DZA,Africa,Algeria,2022/5/14,45.32
DZA,Africa,Algeria,2022/5/15,45.32
DZA,Africa,Algeria,2022/5/16,45.32
DZA,Africa,Algeria,2022/5/17,45.32
DZA,Africa,Algeria,2022/5/18,45.32
DZA,Africa,Algeria,2022/5/19,45.32
DZA,Africa,Algeria,2022/5/20,45.32
DZA,Africa,Algeria,2022/5/21,45.32
DZA,Africa,Algeria,2022/5/22,45.32
DZA,Africa,Algeria,2022/5/23,45.32
DZA,Africa,Algeria,2022/5/24,45.32
DZA,Africa,Algeria,2022/5/25,45.32
DZA,Africa,Algeria,2022/5/26,45.32
DZA,Africa,Algeria,2022/5/27,45.32
DZA,Africa,Algeria,2022/5/28,45.32
DZA,Africa,Algeria,2022/5/29,45.32
DZA,Africa,Algeria,2022/5/30,45.32
DZA,Africa,Algeria,2022/5/31,45.32
DZA,Africa,Algeria,2022/6/1,45.32
DZA,Africa,Algeria,2022/6/2,45.32
DZA,Africa,Algeria,2022/6/3,45.32
DZA,Africa,Algeria,2022/6/4,45.32
DZA,Africa,Algeria,2022/6/5,45.32
DZA,Africa,Algeria,2022/6/6,45.32
DZA,Africa,Algeria,2022/6/7,45.32
DZA,Africa,Algeria,2022/6/8,45.32
DZA,Africa,Algeria,2022/6/9,45.32
DZA,Africa,Algeria,2022/6/10,45.32
DZA,Africa,Algeria,2022/6/11,45.32
DZA,Africa,Algeria,2022/6/12,45.32
DZA,Africa,Algeria,2022/6/13,45.32
DZA,Africa,Algeria,2022/6/14,45.32
DZA,Africa,Algeria,2022/6/15,45.32
DZA,Africa,Algeria,2022/6/16,45.32
DZA,Africa,Algeria,2022/6/17,45.32
DZA,Africa,Algeria,2022/6/18,45.32
DZA,Africa,Algeria,2022/6/19,45.32
DZA,Africa,Algeria,2022/6/20,45.32
DZA,Africa,Algeria,2022/6/21,45.32
DZA,Africa,Algeria,2022/6/22,45.32
DZA,Africa,Algeria,2022/6/23,45.32
DZA,Africa,Algeria,2022/6/24,45.32
DZA,Africa,Algeria,2022/6/25,45.32
DZA,Africa,Algeria,2022/6/26,45.32
DZA,Africa,Algeria,2022/6/27,45.32
DZA,Africa,Algeria,2022/6/28,45.32
DZA,Africa,Algeria,2022/6/29,45.32
DZA,Africa,Algeria,2022/6/30,45.32
DZA,Africa,Algeria,2022/7/1,45.32
DZA,Africa,Algeria,2022/7/2,45.32
DZA,Africa,Algeria,2022/7/3,45.32
DZA,Africa,Algeria,2022/7/4,45.32
DZA,Africa,Algeria,2022/7/5,45.32
DZA,Africa,Algeria,2022/7/6,45.32
DZA,Africa,Algeria,2022/7/7,45.32
DZA,Africa,Algeria,2022/7/8,45.32
DZA,Africa,Algeria,2022/7/9,45.32
DZA,Africa,Algeria,2022/7/10,45.32
DZA,Africa,Algeria,2022/7/11,45.32
DZA,Africa,Algeria,2022/7/12,45.32
DZA,Africa,Algeria,2022/7/13,45.32
DZA,Africa,Algeria,2022/7/14,45.32
DZA,Africa,Algeria,2022/7/15,45.32
DZA,Africa,Algeria,2022/7/16,45.32
DZA,Africa,Algeria,2022/7/17,45.32
DZA,Africa,Algeria,2022/7/18,45.32
DZA,Africa,Algeria,2022/7/19,45.32
DZA,Africa,Algeria,2022/7/20,45.32
DZA,Africa,Algeria,2022/7/21,45.32
DZA,Africa,Algeria,2022/7/22,45.32
DZA,Africa,Algeria,2022/7/23,45.32
DZA,Africa,Algeria,2022/7/24,45.32
DZA,Africa,Algeria,2022/7/25,45.32
DZA,Africa,Algeria,2022/7/26,45.32
DZA,Africa,Algeria,2022/7/27,45.32
DZA,Africa,Algeria,2022/7/28,45.32
DZA,Africa,Algeria,2022/7/29,45.32
DZA,Africa,Algeria,2022/7/30,45.32
DZA,Africa,Algeria,2022/7/31,45.32
DZA,Africa,Algeria,2022/8/1,45.32
DZA,Africa,Algeria,2022/8/2,45.32
DZA,Africa,Algeria,2022/8/3,45.32
DZA,Africa,Algeria,2022/8/4,45.32
DZA,Africa,Algeria,2022/8/5,45.32
DZA,Africa,Algeria,2022/8/6,45.32
DZA,Africa,Algeria,2022/8/7,45.32
DZA,Africa,Algeria,2022/8/8,45.32
DZA,Africa,Algeria,2022/8/9,45.32
DZA,Africa,Algeria,2022/8/10,45.32
DZA,Africa,Algeria,2022/8/11,45.32
DZA,Africa,Algeria,2022/8/12,45.32
DZA,Africa,Algeria,2022/8/13,45.32
DZA,Africa,Algeria,2022/8/14,45.32
DZA,Africa,Algeria,2022/8/15,45.32
DZA,Africa,Algeria,2022/8/16,45.32
DZA,Africa,Algeria,2022/8/17,45.32
DZA,Africa,Algeria,2022/8/18,45.32
DZA,Africa,Algeria,2022/8/19,45.32
DZA,Africa,Algeria,2022/8/20,45.32
DZA,Africa,Algeria,2022/8/21,45.32
DZA,Africa,Algeria,2022/8/22,45.32
DZA,Africa,Algeria,2022/8/23,45.32
DZA,Africa,Algeria,2022/8/24,45.32
DZA,Africa,Algeria,2022/8/25,45.32
DZA,Africa,Algeria,2022/8/26,45.32
DZA,Africa,Algeria,2022/8/27,45.32
DZA,Africa,Algeria,2022/8/28,45.32
DZA,Africa,Algeria,2022/8/29,45.32
DZA,Africa,Algeria,2022/8/30,45.32
DZA,Africa,Algeria,2022/8/31,45.32
DZA,Africa,Algeria,2022/9/1,45.32
DZA,Africa,Algeria,2022/9/2,45.32
DZA,Africa,Algeria,2022/9/3,45.32
DZA,Africa,Algeria,2022/9/4,45.32
DZA,Africa,Algeria,2022/9/5,45.32
DZA,Africa,Algeria,2022/9/6,45.32
DZA,Africa,Algeria,2022/9/7,45.32
DZA,Africa,Algeria,2022/9/8,45.32
DZA,Africa,Algeria,2022/9/9,45.32
DZA,Africa,Algeria,2022/9/10,45.32
DZA,Africa,Algeria,2022/9/11,45.32
DZA,Africa,Algeria,2022/9/12,45.32
DZA,Africa,Algeria,2022/9/13,45.32
DZA,Africa,Algeria,2022/9/14,45.32
DZA,Africa,Algeria,2022/9/15,45.32
DZA,Africa,Algeria,2022/9/16,45.32
DZA,Africa,Algeria,2022/9/17,7.41
DZA,Africa,Algeria,2022/9/18,7.41
DZA,Africa,Algeria,2022/9/19,7.41
DZA,Africa,Algeria,2022/9/20,7.41
DZA,Africa,Algeria,2022/9/21,7.41
DZA,Africa,Algeria,2022/9/22,7.41
DZA,Africa,Algeria,2022/9/23,7.41
DZA,Africa,Algeria,2022/9/24,7.41
DZA,Africa,Algeria,2022/9/25,7.41
DZA,Africa,Algeria,2022/9/26,7.41
DZA,Africa,Algeria,2022/9/27,7.41
DZA,Africa,Algeria,2022/9/28,7.41
DZA,Africa,Algeria,2022/9/29,7.41
DZA,Africa,Algeria,2022/9/30,7.41
DZA,Africa,Algeria,2022/10/1,7.41
DZA,Africa,Algeria,2022/10/2,7.41
DZA,Africa,Algeria,2022/10/3,7.41
DZA,Africa,Algeria,2022/10/4,7.41
DZA,Africa,Algeria,2022/10/5,7.41
DZA,Africa,Algeria,2022/10/6,7.41
DZA,Africa,Algeria,2022/10/7,7.41
DZA,Africa,Algeria,2022/10/8,7.41
DZA,Africa,Algeria,2022/10/9,7.41
DZA,Africa,Algeria,2022/10/10,7.41
DZA,Africa,Algeria,2022/10/11,7.41
DZA,Africa,Algeria,2022/10/12,7.41
DZA,Africa,Algeria,2022/10/13,7.41
DZA,Africa,Algeria,2022/10/14,7.41
DZA,Africa,Algeria,2022/10/15,7.41
DZA,Africa,Algeria,2022/10/16,7.41
DZA,Africa,Algeria,2022/10/17,7.41
DZA,Africa,Algeria,2022/10/18,7.41
DZA,Africa,Algeria,2022/10/19,7.41
DZA,Africa,Algeria,2022/10/20,7.41
DZA,Africa,Algeria,2022/10/21,7.41
DZA,Africa,Algeria,2022/10/22,7.41
DZA,Africa,Algeria,2022/10/23,7.41
DZA,Africa,Algeria,2022/10/24,7.41
DZA,Africa,Algeria,2022/10/25,7.41
DZA,Africa,Algeria,2022/10/26,7.41
AND,Europe,Andorra,2022/5/7,8.33
AND,Europe,Andorra,2022/5/8,8.33
AND,Europe,Andorra,2022/5/9,8.33
AND,Europe,Andorra,2022/5/10,8.33
AND,Europe,Andorra,2022/5/11,8.33
AND,Europe,Andorra,2022/5/12,8.33
AND,Europe,Andorra,2022/5/13,8.33
AND,Europe,Andorra,2022/5/14,8.33
AND,Europe,Andorra,2022/5/15,8.33
AND,Europe,Andorra,2022/5/16,8.33
AND,Europe,Andorra,2022/5/17,8.33
AND,Europe,Andorra,2022/5/18,8.33
AND,Europe,Andorra,2022/5/19,8.33
AND,Europe,Andorra,2022/5/20,8.33
AND,Europe,Andorra,2022/5/21,8.33
AND,Europe,Andorra,2022/5/22,8.33
AND,Europe,Andorra,2022/5/23,8.33
AND,Europe,Andorra,2022/5/24,8.33
AND,Europe,Andorra,2022/5/25,8.33
AND,Europe,Andorra,2022/5/26,8.33
AND,Europe,Andorra,2022/5/27,8.33
AND,Europe,Andorra,2022/5/28,8.33
AND,Europe,Andorra,2022/5/29,8.33
AND,Europe,Andorra,2022/5/30,8.33
AND,Europe,Andorra,2022/5/31,8.33
AND,Europe,Andorra,2022/6/1,8.33
AND,Europe,Andorra,2022/6/2,8.33
AND,Europe,Andorra,2022/6/3,8.33
AND,Europe,Andorra,2022/6/4,8.33
AND,Europe,Andorra,2022/6/5,8.33
AND,Europe,Andorra,2022/6/6,8.33
AND,Europe,Andorra,2022/6/7,8.33
AND,Europe,Andorra,2022/6/8,8.33
AND,Europe,Andorra,2022/6/9,8.33
AND,Europe,Andorra,2022/6/10,8.33
AND,Europe,Andorra,2022/6/11,8.33
AND,Europe,Andorra,2022/6/12,8.33
AND,Europe,Andorra,2022/6/13,8.33
AND,Europe,Andorra,2022/6/14,8.33
AND,Europe,Andorra,2022/6/15,8.33
AND,Europe,Andorra,2022/6/16,8.33
AND,Europe,Andorra,2022/6/17,8.33
AND,Europe,Andorra,2022/6/18,8.33
AND,Europe,Andorra,2022/6/19,8.33
AND,Europe,Andorra,2022/6/20,5.56
AND,Europe,Andorra,2022/6/21,5.56
AND,Europe,Andorra,2022/6/22,5.56
AND,Europe,Andorra,2022/6/23,5.56
AND,Europe,Andorra,2022/6/24,5.56
AND,Europe,Andorra,2022/6/25,5.56
AND,Europe,Andorra,2022/6/26,5.56
AND,Europe,Andorra,2022/6/27,5.56
AND,Europe,Andorra,2022/6/28,5.56
AND,Europe,Andorra,2022/6/29,5.56
AND,Europe,Andorra,2022/6/30,5.56
AND,Europe,Andorra,2022/7/1,5.56
AND,Europe,Andorra,2022/7/2,5.56
AND,Europe,Andorra,2022/7/3,5.56
